subject,trial,block,group,corrRT
3191,30,2,0,1237
3191,31,2,0,864
3191,32,2,0,1204
3191,33,2,0,1006
3191,34,2,0,1236
3191,35,2,0,910
3191,36,2,0,765
3191,37,2,0,1089
3191,38,2,0,825
3191,39,2,0,1127
3191,40,2,0,636
3191,41,2,0,1102
3191,42,2,0,666
3191,43,2,0,636
3191,44,2,0,1138
3191,45,2,0,702
3191,46,2,0,506
3191,47,2,0,747
3191,48,2,0,834
3191,1,3,0,1179
3191,2,3,0,688
3191,3,3,0,1050
3191,4,3,0,1329
3191,5,3,0,1241
3191,6,3,0,1183
3191,7,3,0,816
3191,8,3,0,892
3191,9,3,0,777
3191,10,3,0,688
3191,11,3,0,562
3191,12,3,0,831
3191,13,3,0,857
3191,14,3,0,661
3191,15,3,0,1155
3191,16,3,0,633
3191,17,3,0,674
3191,18,3,0,1027
3191,19,3,0,812
3191,20,3,0,869
3191,22,3,0,1079
3191,23,3,0,737
3191,24,3,0,916
3191,25,3,0,875
3191,26,3,0,813
3191,27,3,0,785
3191,28,3,0,915
3191,29,3,0,867.3923611
3191,30,3,0,759
3191,31,3,0,878
3191,32,3,0,820
3191,33,3,0,698
3191,34,3,0,678
3191,35,3,0,676
3191,36,3,0,852
3191,37,3,0,782
3191,38,3,0,793
3191,39,3,0,905
3191,40,3,0,822
3191,41,3,0,636
3191,42,3,0,913
3191,43,3,0,962
3191,44,3,0,950
3191,45,3,0,654
3191,46,3,0,657
3191,47,3,0,676
3191,48,3,0,606
3191,1,4,0,1511
3191,2,4,0,662
3191,3,4,0,1062
3191,4,4,0,1128
3191,5,4,0,1016
3191,6,4,0,990
3191,7,4,0,851
3191,8,4,0,727
3191,9,4,0,688
3191,10,4,0,752
3191,11,4,0,788
3191,12,4,0,962
3191,13,4,0,1039
3191,14,4,0,1029
3191,15,4,0,704
3191,16,4,0,863
3191,17,4,0,891
3191,18,4,0,663
3191,19,4,0,1367
3191,20,4,0,779
3191,21,4,0,1020
3191,22,4,0,627
3191,23,4,0,633
3191,24,4,0,729
3191,25,4,0,896
3191,26,4,0,746
3191,27,4,0,842
3191,28,4,0,660
3191,29,4,0,867
3191,30,4,0,764
3191,31,4,0,567
3191,32,4,0,707
3191,33,4,0,782
3191,34,4,0,686
3191,35,4,0,633
3191,36,4,0,716
3191,37,4,0,812
3191,38,4,0,666
3191,39,4,0,679
3191,40,4,0,714
3191,41,4,0,916
3191,42,4,0,964
3191,43,4,0,936
3191,44,4,0,1077
3191,45,4,0,601
3191,46,4,0,868
3191,47,4,0,914
3191,48,4,0,814
3191,2,5,0,867.3923611
3191,3,5,0,1027
3191,4,5,0,705
3191,5,5,0,823
3191,6,5,0,621
3191,7,5,0,990
3191,8,5,0,844
3191,9,5,0,918
3191,10,5,0,798
3191,11,5,0,955
3191,12,5,0,1037
3191,13,5,0,768
3191,14,5,0,829
3191,15,5,0,817
3191,16,5,0,668
3191,17,5,0,729
3191,18,5,0,800
3191,19,5,0,755
3191,20,5,0,722
3191,21,5,0,949
3191,22,5,0,865
3191,23,5,0,727
3191,24,5,0,1055
3191,25,5,0,1315
3191,26,5,0,831
3191,27,5,0,1313
3191,28,5,0,1137
3191,29,5,0,798
3191,30,5,0,604
3191,31,5,0,712
3191,32,5,0,551
3191,33,5,0,661
3191,34,5,0,542
3191,35,5,0,599
3191,36,5,0,672
3191,37,5,0,694
3191,38,5,0,1096
3191,39,5,0,668
3191,40,5,0,618
3191,41,5,0,734
3191,42,5,0,545
3191,43,5,0,779
3191,44,5,0,640
3191,45,5,0,902
3191,46,5,0,763
3191,47,5,0,829
3191,48,5,0,863
3191,1,6,0,867.3923611
3191,2,6,0,831
3191,3,6,0,656
3191,4,6,0,666
3191,5,6,0,644
3191,6,6,0,1063
3191,7,6,0,772
3191,8,6,0,1093
3191,9,6,0,752
3191,10,6,0,798
3191,11,6,0,704
3191,12,6,0,828
3191,13,6,0,904
3191,14,6,0,659
3191,15,6,0,999
3191,16,6,0,1048
3191,17,6,0,1128
3191,18,6,0,1460
3191,19,6,0,875
3191,20,6,0,818
3191,21,6,0,804
3191,22,6,0,840
3191,23,6,0,929
3191,24,6,0,720
3191,25,6,0,774
3191,26,6,0,754
3191,27,6,0,659
3191,28,6,0,1151
3191,29,6,0,809
3191,30,6,0,958
3191,31,6,0,1034
3191,32,6,0,991
3191,33,6,0,858
3191,34,6,0,865
3191,35,6,0,733
3191,36,6,0,738
3191,37,6,0,578
3191,38,6,0,865
3191,39,6,0,1220
3191,40,6,0,715
3191,41,6,0,674
3191,42,6,0,815
3191,43,6,0,1031
3191,44,6,0,919
3191,45,6,0,1234
3191,46,6,0,741
3191,47,6,0,807
3191,48,6,0,937
3192,1,1,0,993
3192,2,1,0,827
3192,3,1,0,1072
3192,4,1,0,807
3192,5,1,0,914
3192,6,1,0,986
3192,7,1,0,634
3192,8,1,0,770
3192,9,1,0,885
3192,10,1,0,674
3192,11,1,0,1168
3192,12,1,0,853
3192,13,1,0,787
3192,14,1,0,882
3192,15,1,0,840
3192,16,1,0,817
3192,17,1,0,716
3192,18,1,0,1479
3192,19,1,0,885
3192,20,1,0,1379
3192,21,1,0,1166
3192,22,1,0,994
3192,23,1,0,865
3192,24,1,0,897
3192,25,1,0,871
3192,26,1,0,746
3192,27,1,0,803
3192,28,1,0,980
3192,29,1,0,1270
3192,30,1,0,923
3192,31,1,0,831
3192,32,1,0,956
3192,33,1,0,838
3192,34,1,0,906
3192,35,1,0,979
3192,36,1,0,994
3192,37,1,0,701
3192,38,1,0,981
3192,39,1,0,870
3192,40,1,0,883
3192,41,1,0,738
3192,42,1,0,860
3192,43,1,0,1070
3192,44,1,0,834
3192,45,1,0,685
3192,46,1,0,915
3192,47,1,0,1623
3192,48,1,0,1548
3192,1,2,0,1699
3192,2,2,0,851
3192,3,2,0,644
3192,4,2,0,992
3192,5,2,0,781
3192,6,2,0,711
3192,7,2,0,782
3192,8,2,0,903
3192,9,2,0,951
3192,10,2,0,822
3192,11,2,0,1106
3192,12,2,0,711
3192,13,2,0,1194
3192,14,2,0,1708
3192,15,2,0,819
3192,16,2,0,846
3192,17,2,0,1241
3192,18,2,0,943
3192,19,2,0,1028
3192,20,2,0,1042
3192,21,2,0,1123
3192,22,2,0,918
3192,23,2,0,920
3192,24,2,0,1608
3192,25,2,0,691
3192,26,2,0,1646
3192,27,2,0,811
3192,28,2,0,826
3192,29,2,0,772
3192,30,2,0,1226
3192,31,2,0,759
3192,32,2,0,872
3192,33,2,0,979
3192,34,2,0,1123
3192,35,2,0,1623
3192,36,2,0,834
3192,37,2,0,982
3192,38,2,0,869
3192,39,2,0,949
3192,40,2,0,752
3192,41,2,0,678
3192,42,2,0,707
3192,43,2,0,692
3192,44,2,0,665
3192,45,2,0,672
3192,46,2,0,794
3192,47,2,0,1132
3192,48,2,0,892
3192,2,3,0,758
3192,3,3,0,589
3192,4,3,0,1478
3192,5,3,0,748
3192,6,3,0,792
3192,7,3,0,775
3192,8,3,0,486
3192,10,3,0,598
3192,11,3,0,834
3192,12,3,0,991
3192,13,3,0,1226
3192,14,3,0,791
3192,15,3,0,761
3192,16,3,0,839
3192,17,3,0,1673
3192,18,3,0,1013
3192,19,3,0,838
3192,20,3,0,961
3192,21,3,0,1275
3192,22,3,0,752
3192,23,3,0,914.625
3192,24,3,0,633
3192,25,3,0,675
3192,26,3,0,945
3192,27,3,0,1653
3192,28,3,0,753
3192,29,3,0,753
3192,30,3,0,735
3192,31,3,0,1312
3192,32,3,0,901
3192,33,3,0,849
3192,34,3,0,1057
3192,35,3,0,1027
3192,36,3,0,969
3192,37,3,0,1360
3192,38,3,0,736
3192,39,3,0,708
3192,40,3,0,832
3192,41,3,0,920
3192,42,3,0,1446
3192,43,3,0,1433
3192,44,3,0,1050
3192,45,3,0,1019
3192,46,3,0,1466
3192,47,3,0,1050
3192,48,3,0,766
3192,1,4,0,1160
3192,2,4,0,1649
3192,3,4,0,745
3192,4,4,0,935
3192,5,4,0,780
3192,6,4,0,831
3192,7,4,0,798
3192,8,4,0,1038
3192,9,4,0,615
3192,10,4,0,818
3192,11,4,0,728
3192,12,4,0,1389
3192,13,4,0,656
3192,15,4,0,1193
3192,16,4,0,731
3192,17,4,0,1006
3192,18,4,0,824
3192,19,4,0,921
3192,20,4,0,1055
3192,21,4,0,706
3192,22,4,0,780
3192,23,4,0,843
3192,24,4,0,845
3192,25,4,0,778
3192,26,4,0,747
3192,27,4,0,635
3192,28,4,0,907
3192,29,4,0,828
3192,30,4,0,780
3192,31,4,0,852
3192,32,4,0,1408
3192,33,4,0,951
3192,34,4,0,917
3192,35,4,0,773
3192,36,4,0,773
3192,37,4,0,833
3192,38,4,0,668
3192,39,4,0,837
3192,40,4,0,753
3192,41,4,0,992
3192,42,4,0,649
3192,43,4,0,854
3192,44,4,0,1186
3192,45,4,0,785
3192,46,4,0,1078
3192,47,4,0,819
3192,48,4,0,677
3192,2,5,0,847
3192,3,5,0,1146
3192,4,5,0,838
3192,5,5,0,694
3192,6,5,0,1024
3192,7,5,0,996
3192,8,5,0,892
3192,9,5,0,1011
3192,10,5,0,1125
3192,11,5,0,737
3192,12,5,0,650
3192,13,5,0,788
3192,14,5,0,681
3192,15,5,0,641
3192,16,5,0,825
3192,17,5,0,909
3192,18,5,0,1338
3192,19,5,0,765
3192,20,5,0,689
3192,21,5,0,925
3192,22,5,0,568
3192,23,5,0,646
3192,24,5,0,1340
3192,25,5,0,906
3192,26,5,0,1344
3192,27,5,0,884
3192,28,5,0,1088
3192,29,5,0,908
3192,30,5,0,733
3192,31,5,0,979
3192,32,5,0,798
3192,33,5,0,687
3192,34,5,0,784
3192,35,5,0,1032
3192,36,5,0,740
3192,37,5,0,652
3192,38,5,0,756
3192,39,5,0,735
3192,40,5,0,1087
3192,41,5,0,614
3192,42,5,0,1031
3192,43,5,0,761
3192,44,5,0,689
3192,45,5,0,534
3192,46,5,0,628
3192,47,5,0,996
3192,48,5,0,898
3192,1,6,0,914.625
3192,2,6,0,1014
3192,3,6,0,1255
3192,4,6,0,891
3192,5,6,0,914.625
3192,6,6,0,949
3192,7,6,0,823
3192,8,6,0,831
3192,9,6,0,1494
3192,10,6,0,702
3192,11,6,0,778
3192,12,6,0,914.625
3192,13,6,0,788
3192,14,6,0,773
3192,15,6,0,740
3192,16,6,0,1181
3192,17,6,0,732
3192,18,6,0,784
3192,19,6,0,1048
3192,20,6,0,775
3192,21,6,0,739
3192,22,6,0,656
3192,23,6,0,672
3192,24,6,0,809
3192,25,6,0,839
3192,26,6,0,760
3192,27,6,0,599
3192,28,6,0,1091
3192,29,6,0,931
3192,30,6,0,1045
3192,31,6,0,932
3192,32,6,0,858
3192,33,6,0,1073
3192,34,6,0,798
3192,35,6,0,633
3192,36,6,0,585
3192,37,6,0,771
3192,38,6,0,773
3192,39,6,0,707
3192,40,6,0,575
3192,41,6,0,588
3192,42,6,0,749
3192,43,6,0,617
3192,44,6,0,1137
3192,45,6,0,632
3192,46,6,0,613
3192,47,6,0,617
3192,48,6,0,626
3901,1,1,1,1009
3901,2,1,1,871
3901,3,1,1,830
3901,4,1,1,709
3901,5,1,1,858
3901,6,1,1,768
3901,7,1,1,698
3901,8,1,1,820
3901,9,1,1,759
3901,10,1,1,747
3901,11,1,1,985
3901,12,1,1,829
3901,13,1,1,702
3901,14,1,1,611
3901,15,1,1,853
3901,16,1,1,801
3901,17,1,1,688
3901,18,1,1,873
3901,19,1,1,777
3901,20,1,1,736
3901,21,1,1,773
3901,22,1,1,798
3901,23,1,1,710
3901,24,1,1,864
3901,25,1,1,862
3901,26,1,1,770
3901,27,1,1,860
3901,28,1,1,764
3901,29,1,1,734
3901,30,1,1,755
3901,31,1,1,773
3901,32,1,1,721
3901,33,1,1,775
3901,34,1,1,848
3901,35,1,1,725
3901,36,1,1,825
3901,37,1,1,665
3901,38,1,1,798
3901,39,1,1,674
3901,40,1,1,1081
3901,41,1,1,801
3901,42,1,1,644
3901,43,1,1,761
3901,44,1,1,723
3901,45,1,1,973
3901,46,1,1,759
3901,47,1,1,705
3901,48,1,1,1023
3901,1,2,1,718.1388889
3901,2,2,1,677
3901,3,2,1,716
3901,4,2,1,491
3901,5,2,1,614
3901,6,2,1,1105
3901,7,2,1,751
3901,8,2,1,783
3901,9,2,1,767
3901,10,2,1,742
3901,11,2,1,706
3901,12,2,1,932
3901,13,2,1,692
3901,14,2,1,829
3901,15,2,1,687
3901,16,2,1,625
3901,17,2,1,635
3901,18,2,1,654
3901,19,2,1,645
3901,20,2,1,955
3901,21,2,1,715
3901,22,2,1,868
3901,23,2,1,758
3901,24,2,1,771
3901,25,2,1,755
3901,26,2,1,793
3901,27,2,1,874
3901,28,2,1,869
3901,29,2,1,824
3901,30,2,1,704
3901,31,2,1,640
3901,32,2,1,904
3901,33,2,1,529
3901,34,2,1,696
3901,35,2,1,649
3901,36,2,1,933
3901,37,2,1,832
3901,38,2,1,809
3901,39,2,1,730
3901,40,2,1,620
3901,41,2,1,724
3901,42,2,1,750
3901,43,2,1,865
3901,44,2,1,655
3901,45,2,1,803
3901,46,2,1,532
3901,47,2,1,603
3901,48,2,1,705
3901,1,3,1,733
3901,2,3,1,597
3901,3,3,1,625
3901,4,3,1,697
3901,5,3,1,704
3901,6,3,1,810
3901,7,3,1,664
3901,8,3,1,813
3901,9,3,1,685
3901,10,3,1,815
3901,11,3,1,599
3901,12,3,1,674
3901,13,3,1,954
3901,14,3,1,537
3901,15,3,1,635
3901,16,3,1,1047
3901,17,3,1,586
3901,18,3,1,547
3901,19,3,1,728
3901,20,3,1,584
3901,21,3,1,699
3901,22,3,1,765
3901,23,3,1,762
3901,24,3,1,541
3901,25,3,1,669
3901,26,3,1,642
3901,27,3,1,685
3901,28,3,1,746
3901,29,3,1,726
3901,30,3,1,626
3901,31,3,1,505
3901,32,3,1,596
3901,33,3,1,600
3901,34,3,1,565
3901,35,3,1,733
3901,36,3,1,571
3901,37,3,1,678
3901,38,3,1,635
3901,39,3,1,562
3901,40,3,1,729
3901,41,3,1,723
3901,42,3,1,697
3901,43,3,1,708
3901,44,3,1,679
3901,45,3,1,702
3901,46,3,1,718.1388889
3901,47,3,1,684
3901,48,3,1,728
3901,2,4,1,718.1388889
3901,3,4,1,719
3901,4,4,1,655
3901,5,4,1,639
3901,6,4,1,613
3901,7,4,1,708
3901,8,4,1,672
3901,9,4,1,782
3901,10,4,1,666
3901,11,4,1,753
3901,12,4,1,1015
3901,13,4,1,725
3901,14,4,1,561
3901,15,4,1,821
3901,16,4,1,772
3901,17,4,1,818
3901,18,4,1,705
3901,19,4,1,590
3901,20,4,1,468
3901,21,4,1,730
3901,22,4,1,759
3901,23,4,1,606
3901,24,4,1,762
3901,25,4,1,825
3901,26,4,1,833
3901,27,4,1,792
3901,28,4,1,815
3901,29,4,1,626
3901,30,4,1,725
3901,31,4,1,769
3901,32,4,1,883
3901,33,4,1,616
3901,34,4,1,635
3901,35,4,1,729
3901,36,4,1,621
3901,37,4,1,627
3901,38,4,1,676
3901,39,4,1,571
3901,40,4,1,518
3901,41,4,1,648
3901,42,4,1,850
3901,43,4,1,604
3901,44,4,1,767
3901,45,4,1,697
3901,46,4,1,576
3901,47,4,1,602
3901,48,4,1,660
3901,1,5,1,718.1388889
3901,2,5,1,845
3901,3,5,1,858
3901,4,5,1,823
3901,5,5,1,700
3901,6,5,1,654
3901,7,5,1,756
3901,8,5,1,693
3901,9,5,1,719
3901,10,5,1,633
3901,11,5,1,647
3901,12,5,1,648
3901,13,5,1,741
3901,14,5,1,602
3901,15,5,1,662
3901,16,5,1,820
3901,17,5,1,822
3901,18,5,1,659
3901,19,5,1,648
3901,20,5,1,570
3901,21,5,1,489
3901,22,5,1,584
3901,23,5,1,763
3901,24,5,1,665
3901,25,5,1,685
3901,26,5,1,546
3901,27,5,1,719
3901,28,5,1,711
3901,29,5,1,752
3901,30,5,1,632
3901,31,5,1,597
3901,32,5,1,683
3901,33,5,1,556
3901,34,5,1,653
3901,35,5,1,814
3901,36,5,1,526
3901,37,5,1,527
3901,38,5,1,792
3901,39,5,1,914
3901,40,5,1,671
3901,41,5,1,625
3901,42,5,1,868
3901,43,5,1,718.1388889
3901,44,5,1,682
3901,45,5,1,755
3901,46,5,1,642
3901,47,5,1,640
3901,48,5,1,697
3901,1,6,1,898
3901,2,6,1,811
3901,3,6,1,653
3901,4,6,1,867
3901,5,6,1,848
3901,6,6,1,547
3901,7,6,1,662
3901,8,6,1,713
3901,9,6,1,572
3901,10,6,1,811
3901,11,6,1,584
3901,12,6,1,662
3901,13,6,1,644
3901,14,6,1,538
3901,15,6,1,589
3901,16,6,1,551
3901,17,6,1,454
3901,18,6,1,753
3901,19,6,1,690
3901,20,6,1,612
3901,21,6,1,460
3901,22,6,1,618
3901,23,6,1,772
3901,24,6,1,399
3901,25,6,1,628
3901,26,6,1,674
3901,27,6,1,686
3901,28,6,1,605
3901,29,6,1,727
3901,30,6,1,718.1388889
3901,31,6,1,650
3901,32,6,1,608
3901,33,6,1,713
3901,34,6,1,558
3901,35,6,1,632
3901,36,6,1,738
3901,37,6,1,571
3901,38,6,1,545
3901,39,6,1,611
3901,40,6,1,637
3901,41,6,1,613
3901,42,6,1,597
3901,43,6,1,480
3901,44,6,1,856
3901,45,6,1,581
3901,46,6,1,636
3901,47,6,1,562
3901,48,6,1,564
3902,1,1,1,536.1388889
3902,2,1,1,585
3902,3,1,1,448
3902,4,1,1,695
3902,5,1,1,702
3902,6,1,1,545
3902,7,1,1,897
3902,8,1,1,502
3902,9,1,1,385
3902,10,1,1,437
3902,11,1,1,651
3902,12,1,1,519
3902,13,1,1,452
3902,14,1,1,390
3902,15,1,1,664
3902,16,1,1,640
3902,17,1,1,433
3902,18,1,1,518
3902,19,1,1,495
3902,20,1,1,558
3902,21,1,1,693
3902,22,1,1,707
3902,23,1,1,612
3902,24,1,1,601
3902,25,1,1,502
3902,26,1,1,602
3902,27,1,1,572
3902,28,1,1,460
3902,29,1,1,507
3902,30,1,1,558
3902,31,1,1,532
3902,32,1,1,674
3902,33,1,1,555
3902,34,1,1,544
3902,35,1,1,522
3902,36,1,1,479
3902,37,1,1,564
3902,38,1,1,525
3902,39,1,1,488
3902,40,1,1,571
3902,41,1,1,440
3902,42,1,1,450
3902,43,1,1,468
3902,44,1,1,504
3902,45,1,1,693
3902,46,1,1,494
3902,47,1,1,371
3902,48,1,1,403
3902,1,2,1,558
3902,2,2,1,631
3902,3,2,1,652
3902,4,2,1,392
3902,5,2,1,479
3902,6,2,1,536.1388889
3902,7,2,1,476
3902,8,2,1,392
3902,9,2,1,529
3902,10,2,1,503
3902,11,2,1,706
3902,12,2,1,536.1388889
3902,13,2,1,649
3902,14,2,1,560
3902,15,2,1,616
3902,16,2,1,612
3902,17,2,1,550
3902,18,2,1,670
3902,19,2,1,480
3902,20,2,1,398
3902,21,2,1,629
3902,22,2,1,544
3902,23,2,1,586
3902,24,2,1,372
3902,25,2,1,452
3902,26,2,1,470
3902,27,2,1,569
3902,28,2,1,458
3902,29,2,1,648
3902,31,2,1,569
3902,32,2,1,459
3902,33,2,1,471
3902,34,2,1,440
3902,35,2,1,499
3902,36,2,1,512
3902,37,2,1,824
3902,38,2,1,436
3902,39,2,1,434
3902,40,2,1,415
3902,41,2,1,348
3902,42,2,1,501
3902,43,2,1,666
3902,44,2,1,437
3902,45,2,1,515
3902,46,2,1,765
3902,47,2,1,518
3902,48,2,1,571
3902,1,3,1,551
3902,2,3,1,465
3902,3,3,1,518
3902,4,3,1,416
3902,5,3,1,492
3902,7,3,1,466
3902,8,3,1,477
3902,9,3,1,612
3902,10,3,1,457
3902,11,3,1,505
3902,12,3,1,607
3902,13,3,1,590
3902,14,3,1,445
3902,15,3,1,508
3902,16,3,1,527
3902,17,3,1,498
3902,18,3,1,458
3902,19,3,1,603
3902,20,3,1,455
3902,21,3,1,349
3902,22,3,1,654
3902,23,3,1,367
3902,24,3,1,363
3902,25,3,1,484
3902,26,3,1,641
3902,27,3,1,463
3902,28,3,1,475
3902,29,3,1,496
3902,30,3,1,614
3902,31,3,1,984
3902,32,3,1,366
3902,34,3,1,569
3902,35,3,1,451
3902,36,3,1,674
3902,37,3,1,532
3902,38,3,1,653
3902,39,3,1,600
3902,40,3,1,629
3902,41,3,1,557
3902,42,3,1,475
3902,43,3,1,553
3902,44,3,1,456
3902,45,3,1,504
3902,46,3,1,416
3902,47,3,1,762
3902,48,3,1,614
3902,1,4,1,604
3902,2,4,1,500
3902,3,4,1,626
3902,4,4,1,499
3902,5,4,1,413
3902,6,4,1,586
3902,7,4,1,664
3902,8,4,1,447
3902,9,4,1,530
3902,10,4,1,679
3902,11,4,1,433
3902,12,4,1,452
3902,13,4,1,530
3902,14,4,1,381
3902,15,4,1,663
3902,16,4,1,462
3902,17,4,1,512
3902,18,4,1,672
3902,19,4,1,478
3902,20,4,1,389
3902,21,4,1,380
3902,22,4,1,576
3902,23,4,1,578
3902,24,4,1,422
3902,25,4,1,545
3902,26,4,1,525
3902,27,4,1,621
3902,28,4,1,401
3902,29,4,1,537
3902,30,4,1,823
3902,31,4,1,890
3902,32,4,1,409
3902,33,4,1,455
3902,34,4,1,464
3902,35,4,1,500
3902,36,4,1,887
3902,37,4,1,461
3902,38,4,1,432
3902,39,4,1,350
3902,40,4,1,520
3902,41,4,1,324
3902,42,4,1,348
3902,43,4,1,544
3902,44,4,1,433
3902,45,4,1,380
3902,46,4,1,663
3902,47,4,1,455
3902,1,5,1,536.1388889
3902,2,5,1,994
3902,3,5,1,569
3902,4,5,1,496
3902,5,5,1,394
3902,6,5,1,504
3902,7,5,1,553
3902,8,5,1,494
3902,9,5,1,480
3902,10,5,1,455
3902,11,5,1,440
3902,12,5,1,448
3902,13,5,1,385
3902,14,5,1,362
3902,15,5,1,546
3902,16,5,1,535
3902,17,5,1,382
3902,18,5,1,478
3902,19,5,1,549
3902,20,5,1,561
3902,21,5,1,533
3902,22,5,1,470
3902,23,5,1,602
3902,24,5,1,642
3902,25,5,1,442
3902,26,5,1,633
3902,27,5,1,501
3902,28,5,1,593
3902,29,5,1,396
3902,30,5,1,776
3902,31,5,1,863
3902,32,5,1,526
3902,33,5,1,579
3902,34,5,1,464
3902,35,5,1,562
3902,36,5,1,414
3902,37,5,1,404
3902,38,5,1,554
3902,39,5,1,389
3902,40,5,1,388
3902,41,5,1,440
3902,42,5,1,403
3902,43,5,1,423
3902,44,5,1,378
3902,45,5,1,351
3902,46,5,1,688
3902,47,5,1,444
3902,48,5,1,558
3902,1,6,1,587
3902,2,6,1,523
3902,3,6,1,452
3902,4,6,1,568
3902,5,6,1,403
3902,6,6,1,436
3902,7,6,1,369
3902,8,6,1,628
3902,9,6,1,522
3902,10,6,1,376
3902,11,6,1,495
3902,12,6,1,469
3902,13,6,1,610
3902,14,6,1,487
3902,15,6,1,424
3902,16,6,1,651
3902,17,6,1,570
3902,18,6,1,810
3902,19,6,1,446
3902,20,6,1,623
3902,21,6,1,475
3902,22,6,1,657
3902,23,6,1,377
3902,24,6,1,441
3902,25,6,1,443
3902,26,6,1,391
3902,27,6,1,468
3902,28,6,1,533
3902,29,6,1,335
3902,30,6,1,408
3902,32,6,1,471
3902,33,6,1,588
3902,34,6,1,533
3902,35,6,1,559
3902,36,6,1,614
3902,37,6,1,416
3902,38,6,1,856
3902,39,6,1,433
3902,40,6,1,558
3902,41,6,1,408
3902,42,6,1,510
3902,43,6,1,614
3902,44,6,1,588
3902,45,6,1,536.1388889
3902,46,6,1,409
3902,47,6,1,508
3902,48,6,1,404
3903,1,1,1,589
3903,2,1,1,528
3903,3,1,1,630
3903,4,1,1,449
3903,5,1,1,786
3903,6,1,1,521
3903,7,1,1,500
3903,8,1,1,557
3903,9,1,1,501
3903,10,1,1,652
3903,11,1,1,544
3903,12,1,1,412
3903,13,1,1,449
3903,14,1,1,430
3903,15,1,1,510
3903,16,1,1,829
3903,17,1,1,614
3903,18,1,1,463
3903,19,1,1,564
3903,20,1,1,634
3903,21,1,1,594
3903,22,1,1,488
3903,23,1,1,429
3903,24,1,1,420
3903,25,1,1,405
3903,26,1,1,465
3903,27,1,1,436
3903,28,1,1,421
3903,29,1,1,489
3903,30,1,1,444
3903,31,1,1,465
3903,32,1,1,510
3903,33,1,1,480
3903,34,1,1,420
3903,35,1,1,542
3903,36,1,1,540
3903,37,1,1,534
3903,38,1,1,648
3903,39,1,1,474
3903,40,1,1,588
3903,41,1,1,467
3903,42,1,1,468
3903,43,1,1,462
3903,44,1,1,451
3903,45,1,1,464
3903,46,1,1,494
3903,47,1,1,416
3903,48,1,1,443
3903,1,2,1,475
3903,2,2,1,440
3903,3,2,1,516
3903,4,2,1,545
3903,5,2,1,428
3903,6,2,1,795
3903,7,2,1,398
3903,8,2,1,402
3903,9,2,1,521
3903,10,2,1,406
3903,11,2,1,449
3903,13,2,1,459
3903,14,2,1,523
3903,15,2,1,614
3903,16,2,1,568
3903,17,2,1,651
3903,18,2,1,449
3903,19,2,1,580
3903,20,2,1,545
3903,21,2,1,451
3903,22,2,1,614
3903,23,2,1,642
3903,24,2,1,537
3903,25,2,1,552
3903,26,2,1,447
3903,27,2,1,473
3903,28,2,1,470
3903,29,2,1,530
3903,30,2,1,618
3903,31,2,1,532
3903,32,2,1,580
3903,33,2,1,605
3903,34,2,1,413
3903,35,2,1,582
3903,36,2,1,579
3903,37,2,1,500
3903,38,2,1,526
3903,39,2,1,582
3903,40,2,1,541
3903,41,2,1,496
3903,42,2,1,452
3903,43,2,1,586
3903,44,2,1,601
3903,45,2,1,625
3903,46,2,1,574
3903,47,2,1,651
3903,48,2,1,593
3903,1,3,1,497
3903,2,3,1,546
3903,3,3,1,456
3903,4,3,1,769
3903,5,3,1,444
3903,6,3,1,621
3903,7,3,1,395
3903,8,3,1,622
3903,9,3,1,590
3903,10,3,1,650
3903,11,3,1,585
3903,12,3,1,568
3903,13,3,1,477
3903,14,3,1,494
3903,15,3,1,489
3903,16,3,1,549
3903,17,3,1,537
3903,18,3,1,399
3903,19,3,1,494
3903,20,3,1,459
3903,21,3,1,468
